dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,jitter_0,jitter_1,jitter_2,jitter_3,jitter_4,jitter,single_trial_correlation,cell_id
Dataset 05,630,[-0.44 -0.64],"[[0.   0.02]
 [0.06 0.01]]",[0.69 0.49],"[[0.06 0.07]
 [0.06 0.07]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.98],[ 0.54 -0.55],[0.26 0.28],"[[-0.02  0.04]
 [ 0.    0.  ]]","[[ 0.01 -0.02]
 [ 0.17  0.1 ]]","[[-0.08 -0.07]
 [ 0.09 -0.11]]","[[0.11 0.13]
 [0.05 0.02]]","[[ 0.    0.03]
 [-0.01  0.02]]",[-0.01 -0.04],[-0.05 -0.05],[-0.05 -0.05],[-0.01 -0.05],[ 0.01 -0.05],[0.02 0.01],0.2885388,LPE10885_2023_10_20_1_0288
Dataset 05,631,[-0.4  -0.66],"[[ 0.01 -0.05]
 [ 0.01 -0.01]]",[0.73 0.49],"[[0.08 0.05]
 [0.08 0.02]]",[-1. -1.],[-0.98 -0.95],[-1. -1.],[ 0.65 -0.62],[0.32 0.28],"[[-0.    0.01]
 [ 0.03  0.01]]","[[ 0.07 -0.05]
 [-0.08 -0.01]]","[[-0.1  -0.12]
 [ 0.14 -0.04]]","[[ 0.11 -0.1 ]
 [-0.06 -0.04]]","[[-0.02  0.  ]
 [-0.    0.02]]",[0.05 0.05],[-0.05 -0.05],[ 0.   -0.05],[-0.04 -0.05],[0.05 0.05],[0.04 0.05],0.29388663,LPE10885_2023_10_20_1_0290
Dataset 05,632,[-0.43 -0.66],"[[-0.02 -0.01]
 [-0.02 -0.  ]]",[0.7  0.48],"[[0.07 0.08]
 [0.04 0.12]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.99],[ 0.62 -0.6 ],[0.2  0.25],"[[-0.01  0.02]
 [ 0.01 -0.06]]","[[-0.01  0.11]
 [-0.    0.09]]","[[ 0.07 -0.  ]
 [-0.11 -0.2 ]]","[[-0.15 -0.15]
 [ 0.01  0.14]]","[[ 0.01 -0.02]
 [-0.01  0.01]]",[0.05 0.05],[-0.05 -0.05],[ 0.02 -0.04],[-0.05 -0.05],[ 0.03 -0.03],[0.04 0.04],0.59812635,LPE10885_2023_10_20_1_0291
Dataset 05,633,[-0.41 -0.66],"[[-0.07 -0.02]
 [-0.01 -0.03]]",[0.72 0.49],"[[0.07 0.12]
 [0.08 0.02]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.65 -0.62],[0.27 0.27],"[[-0.01  0.  ]
 [ 0.05 -0.06]]","[[-0.09  0.18]
 [ 0.09 -0.06]]","[[-0.04 -0.17]
 [-0.03 -0.03]]","[[-0.2  -0.12]
 [-0.15 -0.  ]]","[[ 0.    0.  ]
 [-0.02 -0.01]]",[0.03 0.05],[ 0.01 -0.05],[-0.05 -0.05],[-0.01 -0.05],[-0.05  0.05],[0.03 0.05],0.19499317,LPE10885_2023_10_20_1_0294
Dataset 05,634,[-0.47 -0.64],"[[0.07 0.03]
 [0.04 0.08]]",[0.66 0.5 ],"[[0.05 0.06]
 [0.06 0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.54 -0.56],[0.11 0.31],"[[ 0.11 -0.  ]
 [-0.01  0.  ]]","[[ 0.07  0.13]
 [-0.04  0.2 ]]","[[0.12 0.04]
 [0.14 0.04]]","[[ 0.06 -0.01]
 [ 0.06  0.16]]","[[-0.01 -0.01]
 [ 0.03 -0.03]]",[-0.05 -0.05],[-0.05  0.02],[-0.05 -0.02],[ 0.05 -0.01],[ 0.05 -0.05],[0.05 0.03],0.16276364,LPE10885_2023_10_20_1_0295
Dataset 05,635,[-0.43 -0.64],"[[-0.13  0.01]
 [-0.03  0.05]]",[0.69 0.49],"[[0.55 0.27]
 [0.15 0.07]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.97],[ 0.55 -0.56],[0.27 0.28],"[[-1.2   0.53]
 [-0.31  0.12]]","[[ 0.09 -0.12]
 [ 0.03  0.01]]","[[ 0.21 -0.16]
 [ 0.1   0.15]]","[[ 0.27 -0.23]
 [ 0.08 -0.04]]","[[-0.01  0.02]
 [-0.04  0.01]]",[ 0.05 -0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.04 -0.05],[0.05 0.05],[0.05 0.04],0.10711363,LPE10885_2023_10_20_1_0298
Dataset 05,636,[-0.42 -0.64],"[[ 0.08  0.01]
 [-0.04 -0.04]]",[0.7  0.49],"[[0.1  0.09]
 [0.02 0.11]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.96],[ 0.55 -0.56],[0.32 0.28],"[[-0.01  0.02]
 [-0.02  0.03]]","[[ 0.06  0.04]
 [-0.08 -0.15]]","[[ 0.11 -0.14]
 [-0.03 -0.19]]","[[ 0.28  0.15]
 [-0.02  0.08]]","[[-0.01 -0.03]
 [-0.03  0.03]]",[-0.01 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[0.05 0.05],[0.05 0.05],[0.04 0.05],0.20203018,LPE10885_2023_10_20_1_0300
Dataset 05,637,[-0.49 -0.66],"[[-0.   -0.04]
 [-0.03  0.02]]",[0.66 0.49],"[[0.1  0.02]
 [0.05 0.05]]",[-1. -1.],[-0.99 -0.98],[-1.   -0.99],[ 0.6  -0.59],[-0.04  0.27],"[[ 0.04 -0.04]
 [ 0.01 -0.01]]","[[ 0.05 -0.07]
 [ 0.   -0.03]]","[[-0.19 -0.07]
 [-0.13  0.11]]","[[ 0.08 -0.02]
 [-0.    0.02]]","[[-0.01 -0.01]
 [-0.02  0.03]]",[-0.01 -0.01],[-0.02  0.  ],[-0.04 -0.05],[ 0.05 -0.05],[ 0.03 -0.01],[0.03 0.02],0.37397987,LPE10885_2023_10_20_1_0303
Dataset 05,638,[-0.42 -0.66],"[[-0.05 -0.04]
 [ 0.   -0.05]]",[0.71 0.48],"[[0.08 0.1 ]
 [0.09 0.06]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.99],[ 0.63 -0.6 ],[0.27 0.27],"[[-0.01  0.03]
 [ 0.   -0.02]]","[[-0.04 -0.02]
 [ 0.14 -0.16]]","[[-0.2   0.01]
 [-0.14 -0.05]]","[[-0.05 -0.24]
 [ 0.02 -0.03]]","[[ 0.04  0.02]
 [-0.03  0.02]]",[0.05 0.03],[-0.05  0.02],[-0.05 -0.01],[ 0.05 -0.02],[ 0.03 -0.  ],[0.05 0.02],0.22399797,LPE10885_2023_10_20_1_0304
Dataset 05,639,[-0.49 -0.66],"[[ 0.   -0.03]
 [ 0.02 -0.05]]",[0.66 0.49],"[[0.06 0.08]
 [0.09 0.08]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.6  -0.59],[-0.06  0.27],"[[0.02 0.01]
 [0.01 0.01]]","[[ 0.05  0.04]
 [-0.08 -0.18]]","[[ 0.02 -0.01]
 [ 0.18 -0.06]]","[[-0.11 -0.19]
 [-0.04 -0.06]]","[[ 0.02 -0.03]
 [ 0.03  0.04]]",[-0.05 -0.05],[-0.01 -0.05],[-0.02 -0.05],[ 0.01 -0.05],[ 0.02 -0.05],[0.02 0.  ],0.45395386,LPE10885_2023_10_20_1_0307
Dataset 05,640,[-0.5  -0.66],"[[ 0.05  0.03]
 [-0.1  -0.07]]",[0.66 0.49],"[[0.07 0.06]
 [0.09 0.04]]",[-1. -1.],[-0.99 -0.98],[-1.   -0.99],[ 0.62 -0.6 ],[-0.12  0.27],"[[ 0.01 -0.04]
 [-0.04 -0.02]]","[[ 0.18  0.01]
 [-0.24 -0.11]]","[[ 0.04  0.06]
 [-0.15 -0.08]]","[[ 0.02  0.12]
 [-0.08 -0.11]]","[[-0.01  0.  ]
 [ 0.01 -0.04]]",[-0.05 -0.05],[-0.05 -0.05],[-0.05 -0.05],[-0.05  0.01],[0.05 0.05],[0.04 0.04],0.16804601,LPE10885_2023_10_20_1_0309
Dataset 05,641,[-0.4  -0.66],"[[ 0.04 -0.05]
 [ 0.02 -0.01]]",[0.73 0.49],"[[0.18 0.1 ]
 [0.03 0.03]]",[-1. -1.],[-0.98 -0.95],[-1. -1.],[ 0.66 -0.63],[0.32 0.28],"[[-0.02  0.01]
 [ 0.03 -0.04]]","[[-0.02 -0.01]
 [ 0.   -0.01]]","[[-0.17 -0.01]
 [ 0.08 -0.05]]","[[ 0.38 -0.24]
 [-0.02  0.03]]","[[0.   0.01]
 [0.   0.01]]",[ 0.05 -0.05],[-0.05  0.05],[-0.05 -0.05],[-0.03 -0.05],[ 0.05 -0.05],[0.05 0.04],0.22909036,LPE10885_2023_10_20_1_0310
Dataset 05,642,[-0.43 -0.64],"[[ 0.07  0.05]
 [-0.01  0.05]]",[0.69 0.49],"[[0.11 0.09]
 [0.12 0.05]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.97],[ 0.55 -0.56],[0.27 0.28],"[[-0.03  0.01]
 [ 0.   -0.01]]","[[ 0.21 -0.02]
 [-0.22  0.01]]","[[-0.04  0.05]
 [ 0.16  0.13]]","[[ 0.2   0.22]
 [-0.02  0.05]]","[[ 0.02 -0.02]
 [ 0.    0.07]]",[-0.05 -0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[ 0.02 -0.01],[0.04 0.02],0.34532762,LPE10885_2023_10_20_1_0311
Dataset 05,643,[-0.49 -0.66],"[[-0.01  0.09]
 [-0.03  0.02]]",[0.66 0.49],"[[0.08 0.08]
 [0.09 0.09]]",[-1. -1.],[-0.99 -0.98],[-1.   -0.99],[ 0.63 -0.61],[-0.11  0.27],"[[-0.01 -0.02]
 [-0.03  0.01]]","[[ 0.05  0.17]
 [ 0.11 -0.11]]","[[-0.16  0.1 ]
 [-0.17  0.02]]","[[ 0.05  0.18]
 [-0.05  0.17]]","[[-0.    0.01]
 [-0.01  0.02]]",[-0.05  0.01],[-0.03  0.05],[-0.05 -0.  ],[ 0.05 -0.05],[-0.05 -0.05],[0.04 0.04],0.36211196,LPE10885_2023_10_20_1_0312
Dataset 05,644,[-0.41 -0.66],"[[ 0.   -0.01]
 [ 0.02 -0.02]]",[0.72 0.49],"[[0.04 0.04]
 [0.05 0.04]]",[-1. -1.],[-0.98 -0.95],[-1. -1.],[ 0.63 -0.61],[0.3  0.27],"[[ 0.02 -0.  ]
 [ 0.01 -0.  ]]","[[-0.08  0.03]
 [ 0.01  0.05]]","[[ 0.03 -0.08]
 [ 0.11 -0.03]]","[[ 0.03  0.02]
 [-0.03 -0.08]]","[[ 0.    0.01]
 [-0.02 -0.03]]",[-0.04 -0.05],[-0.05  0.05],[-0.05 -0.04],[ 0.04 -0.05],[-0.01 -0.05],[0.04 0.04],0.3816871,LPE10885_2023_10_20_1_0313
Dataset 05,645,[-0.45 -0.65],"[[ 0.01 -0.02]
 [-0.02  0.03]]",[0.68 0.49],"[[0.09 0.03]
 [0.05 0.05]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.56 -0.57],[0.18 0.29],"[[-0.03  0.02]
 [ 0.01 -0.02]]","[[-0.13 -0.02]
 [-0.11  0.1 ]]","[[ 0.03 -0.06]
 [ 0.05 -0.01]]","[[ 0.16 -0.01]
 [-0.03  0.08]]","[[ 0.01  0.  ]
 [-0.    0.01]]",[-0.05 -0.05],[-0.05 -0.01],[ 0.04 -0.05],[-0.05 -0.02],[-0.05  0.05],[0.04 0.04],0.34179854,LPE10885_2023_10_20_1_0318
Dataset 05,646,[-0.4  -0.66],"[[ 0.02  0.06]
 [-0.08 -0.08]]",[0.73 0.49],"[[0.09 0.06]
 [0.08 0.11]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.67 -0.63],[0.29 0.27],"[[ 0.08 -0.01]
 [-0.01  0.04]]","[[-0.12  0.11]
 [-0.08 -0.11]]","[[-0.01  0.15]
 [-0.2  -0.27]]","[[ 0.15 -0.  ]
 [-0.13 -0.04]]","[[-0.    0.03]
 [ 0.04 -0.01]]",[ 0.05 -0.02],[-0.05 -0.05],[-0.05 -0.05],[-0.05 -0.03],[-0.   -0.04],[0.04 0.01],0.1550585,LPE10885_2023_10_20_1_0319
Dataset 05,647,[-0.42 -0.64],"[[-0.01 -0.05]
 [-0.01  0.03]]",[0.7  0.49],"[[0.09 0.06]
 [0.06 0.05]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.96],[ 0.55 -0.56],[0.32 0.28],"[[ 0.05  0.  ]
 [-0.01 -0.04]]","[[-0.07 -0.02]
 [-0.12  0.04]]","[[-0.13 -0.11]
 [ 0.03  0.12]]","[[ 0.13 -0.14]
 [ 0.03  0.05]]","[[-0.  0.]
 [ 0.  0.]]",[0.05 0.05],[ 0.02 -0.05],[-0.04 -0.05],[ 0.05 -0.05],[ 0.05 -0.05],[0.04 0.04],0.31058457,LPE10885_2023_10_20_1_0321
Dataset 05,648,[-0.42 -0.64],"[[ 0.03 -0.02]
 [-0.    0.01]]",[0.71 0.48],"[[0.15 0.09]
 [0.03 0.07]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.94],[ 0.58 -0.57],[0.32 0.28],"[[ 0.04 -0.01]
 [-0.02 -0.02]]","[[ 0.19  0.11]
 [ 0.01 -0.02]]","[[-0.24 -0.03]
 [ 0.05  0.15]]","[[ 0.13 -0.16]
 [-0.01 -0.04]]","[[-0.01  0.01]
 [-0.02 -0.03]]",[-0.05 -0.05],[ 0.01 -0.05],[-0.01 -0.05],[ 0.05 -0.05],[-0.02  0.05],[0.03 0.04],0.11412272,LPE10885_2023_10_20_1_0322
Dataset 05,649,[-0.41 -0.64],"[[-0.03 -0.05]
 [-0.07  0.02]]",[0.71 0.48],"[[0.06 0.06]
 [0.05 0.08]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.95],[ 0.59 -0.58],[0.32 0.28],"[[ 0.02 -0.02]
 [-0.04 -0.05]]","[[-0.11 -0.05]
 [-0.05 -0.04]]","[[ 0.04  0.04]
 [-0.17  0.17]]","[[-0.09 -0.14]
 [-0.03  0.05]]","[[ 0.   -0.06]
 [-0.04 -0.01]]",[ 0.05 -0.05],[-0.05  0.05],[-0.05 -0.05],[ 0.03 -0.05],[ 0.05 -0.03],[0.05 0.04],0.12436826,LPE10885_2023_10_20_1_0323
Dataset 05,650,[-0.42 -0.64],"[[ 0.04 -0.07]
 [ 0.07  0.04]]",[0.7  0.49],"[[0.08 0.11]
 [0.05 0.08]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.96],[ 0.55 -0.56],[0.32 0.28],"[[-0.07  0.01]
 [ 0.06  0.04]]","[[ 0.   -0.07]
 [ 0.09  0.08]]","[[ 0.12  0.  ]
 [ 0.12 -0.11]]","[[ 0.15 -0.28]
 [ 0.09  0.12]]","[[-0.01 -0.01]
 [-0.03  0.06]]",[ 0.05 -0.03],[-0.   -0.05],[-0.05 -0.05],[ 0.05 -0.04],[0.05 0.05],[0.04 0.04],0.11698902,LPE10885_2023_10_20_1_0324
Dataset 05,651,[-0.48 -0.66],"[[ 0.04 -0.04]
 [-0.01 -0.01]]",[0.66 0.48],"[[0.06 0.12]
 [0.03 0.07]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.59 -0.58],[0.   0.26],"[[-0.   -0.02]
 [-0.02 -0.1 ]]","[[0.08 0.1 ]
 [0.03 0.02]]","[[ 0.13 -0.25]
 [ 0.01  0.11]]","[[-0.   -0.07]
 [-0.   -0.01]]","[[-0.02  0.02]
 [-0.05 -0.07]]",[-0.05  0.05],[-0.05 -0.05],[-0.05 -0.05],[-0.01 -0.05],[-0.05  0.04],[0.02 0.05],0.20870665,LPE10885_2023_10_20_1_0325
Dataset 05,652,[-0.47 -0.65],"[[ 0.03  0.  ]
 [-0.    0.04]]",[0.66 0.48],"[[0.1  0.04]
 [0.05 0.05]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.58 -0.58],[0.05 0.26],"[[-0.01  0.02]
 [-0.01  0.02]]","[[ 0.16  0.04]
 [-0.09  0.02]]","[[-0.11 -0.  ]
 [ 0.08  0.11]]","[[ 0.12 -0.06]
 [-0.02  0.07]]","[[-0.02  0.02]
 [ 0.02 -0.03]]",[-0.05  0.05],[-0.03  0.04],[-0.05 -0.01],[-0.05  0.05],[0.05 0.05],[0.04 0.03],0.45809177,LPE10885_2023_10_20_1_0326
Dataset 05,653,[-0.44 -0.64],"[[-0.01 -0.01]
 [ 0.06  0.06]]",[0.69 0.49],"[[0.07 0.06]
 [0.09 0.08]]",[-1. -1.],[-0.98 -0.97],[-1.   -0.97],[ 0.55 -0.56],[0.25 0.28],"[[ 0.02 -0.04]
 [-0.06 -0.  ]]","[[ 0.07 -0.12]
 [ 0.04  0.23]]","[[0.   0.08]
 [0.21 0.05]]","[[-0.13  0.02]
 [ 0.09  0.02]]","[[-0.01 -0.  ]
 [ 0.01  0.02]]",[-0.05 -0.05],[-0.05 -0.05],[ 0.   -0.05],[-0.05 -0.05],[0.03 0.01],[0.03 0.03],0.30863678,LPE10885_2023_10_20_1_0327
Dataset 05,654,[-0.42 -0.64],"[[ 0.04  0.05]
 [-0.02  0.  ]]",[0.7  0.49],"[[0.11 0.14]
 [0.03 0.05]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.96],[ 0.56 -0.56],[0.32 0.28],"[[ 0.03 -0.  ]
 [-0.    0.01]]","[[-0.15 -0.03]
 [-0.07 -0.09]]","[[ 0.12 -0.05]
 [-0.05 -0.02]]","[[ 0.17  0.32]
 [-0.01  0.08]]","[[0.01 0.  ]
 [0.01 0.01]]",[0.05 0.01],[-0.05  0.05],[-0.05 -0.05],[-0.05 -0.05],[-0.01  0.03],[0.04 0.04],0.29937214,LPE10885_2023_10_20_1_0328
Dataset 05,655,[-0.4  -0.66],"[[-0.02  0.04]
 [-0.02 -0.01]]",[0.73 0.49],"[[0.04 0.11]
 [0.03 0.03]]",[-1. -1.],[-0.97 -0.95],[-1. -1.],[ 0.65 -0.62],[0.32 0.28],"[[ 0.03  0.02]
 [-0.03 -0.01]]","[[-0.01  0.17]
 [ 0.02 -0.05]]","[[-0.04 -0.14]
 [-0.06 -0.01]]","[[-0.08  0.12]
 [ 0.01  0.05]]","[[ 0.02  0.01]
 [-0.03 -0.01]]",[0.05 0.04],[-0.01 -0.05],[-0.05  0.04],[ 0.05 -0.05],[ 0.01 -0.05],[0.04 0.05],0.29919046,LPE10885_2023_10_20_1_0330
Dataset 05,656,[-0.43 -0.64],"[[ 0.02 -0.02]
 [-0.05 -0.03]]",[0.7  0.49],"[[0.11 0.03]
 [0.05 0.02]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.97],[ 0.54 -0.56],[0.3  0.28],"[[ 0.   -0.02]
 [-0.05  0.  ]]","[[ 0.17 -0.05]
 [-0.15 -0.04]]","[[-0.15 -0.05]
 [ 0.   -0.06]]","[[ 0.1   0.02]
 [-0.04 -0.02]]","[[-0.01 -0.  ]
 [ 0.   -0.01]]",[-0.05 -0.05],[-0.03 -0.01],[-0.03  0.03],[-0.05 -0.05],[-0.04 -0.02],[0.01 0.03],0.17079672,LPE10885_2023_10_20_1_0331
Dataset 05,657,[-0.46 -0.66],"[[ 0.05 -0.04]
 [-0.03  0.04]]",[0.68 0.48],"[[0.09 0.06]
 [0.09 0.03]]",[-1. -1.],[-0.99 -0.97],[-1. -1.],[ 0.64 -0.62],[0.03 0.26],"[[-0.   -0.02]
 [ 0.03  0.04]]","[[-0.05 -0.  ]
 [-0.05  0.03]]","[[ 0.2  -0.02]
 [-0.2   0.09]]","[[ 0.08 -0.17]
 [ 0.04  0.03]]","[[ 0.01  0.01]
 [ 0.04 -0.  ]]",[-0.05 -0.05],[-0.05 -0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.04],[0.04 0.01],0.16153026,LPE10885_2023_10_20_1_0332
Dataset 05,658,[-0.41 -0.67],"[[0.06 0.01]
 [0.07 0.06]]",[0.73 0.49],"[[0.04 0.07]
 [0.09 0.11]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.68 -0.64],[0.27 0.27],"[[ 0.04  0.02]
 [-0.02  0.09]]","[[ 0.09  0.02]
 [-0.02 -0.11]]","[[ 0.07 -0.11]
 [ 0.17  0.18]]","[[0.1  0.12]
 [0.19 0.16]]","[[ 0.    0.  ]
 [ 0.02 -0.03]]",[-0.02  0.05],[-0.05 -0.05],[-0.02 -0.  ],[ 0.05 -0.05],[-0.05 -0.05],[0.04 0.04],0.2174492,LPE10885_2023_10_20_1_0337
Dataset 05,659,[-0.44 -0.65],"[[-0.01 -0.05]
 [ 0.03 -0.01]]",[0.69 0.48],"[[0.05 0.09]
 [0.04 0.07]]",[-1. -1.],[-0.98 -0.96],[-1.   -0.97],[ 0.57 -0.57],[0.21 0.26],"[[ 0.01 -0.05]
 [-0.01 -0.06]]","[[ 0.01  0.03]
 [-0.01  0.13]]","[[-0.03 -0.02]
 [ 0.07 -0.05]]","[[-0.11 -0.22]
 [ 0.09 -0.07]]","[[ 0.04 -0.02]
 [ 0.03  0.01]]",[ 0.05 -0.03],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[0.05 0.04],[0.05 0.04],0.12051911,LPE10885_2023_10_20_1_0339
Dataset 05,660,[-0.49 -0.66],"[[-0.03 -0.12]
 [ 0.01  0.01]]",[0.66 0.49],"[[0.07 0.21]
 [0.09 0.1 ]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.6  -0.59],[-0.05  0.27],"[[-0.05 -0.46]
 [ 0.19 -0.03]]","[[-0.03 -0.18]
 [-0.01 -0.12]]","[[ 0.08 -0.13]
 [-0.06  0.07]]","[[-0.14  0.16]
 [-0.06  0.16]]","[[ 0.01 -0.  ]
 [-0.01 -0.03]]",[ 0.05 -0.05],[-0.05  0.04],[-0.05 -0.05],[ 0.01 -0.02],[-0.05 -0.04],[0.04 0.04],0.12401216,LPE10885_2023_10_20_1_0340
Dataset 05,661,[-0.43 -0.66],"[[-0.02 -0.01]
 [-0.04  0.02]]",[0.7  0.48],"[[0.04 0.03]
 [0.06 0.03]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.64 -0.61],[0.17 0.25],"[[-0.01 -0.03]
 [ 0.01 -0.01]]","[[ 0.01 -0.06]
 [-0.08  0.06]]","[[-0.09  0.  ]
 [-0.13  0.01]]","[[ 0.    0.  ]
 [-0.01  0.05]]","[[-0.02  0.02]
 [-0.01 -0.01]]",[-0.05 -0.05],[-0.   -0.05],[-0.05  0.01],[0.02 0.02],[0.05 0.05],[0.04 0.04],0.13299707,LPE10885_2023_10_20_1_0343
