dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,jitter_0,loc_0,jitter_1,loc_1,jitter_2,loc_2,jitter_3,loc_3,jitter_4,loc_4,jitter,loc,jitter_std,loc_std,single_trial_correlation,cell_id
Dataset 05,2665,[-0.12  0.66],"[[ 0.02  0.05]
 [ 0.01 -0.01]]",[0.7  0.28],"[[0.07 0.04]
 [0.12 0.06]]",[-0.99  0.96],[-0.48  0.52],[1. 1.],[0.35 0.58],[-0.46  0.27],"[[-0.08  0.11]
 [ 0.09 -0.07]]","[[0.04 0.02]
 [0.15 0.07]]","[[ 0.    0.01]
 [-0.01  0.02]]","[[ 0.15  0.08]
 [-0.19 -0.08]]","[[ 0.    0.  ]
 [ 0.   -0.01]]",[0.05 0.05],[-0.94  1.01],[-0.01  0.05],[-0.49  0.57],[0.05 0.05],[1.05 1.05],[0.04 0.05],[0.38 0.63],[ 0.05 -0.04],[-0.41  0.24],[0.04 0.03],[-0.08  0.7 ],[0.03 0.03],[0.71 0.3 ],0.38430777,LPE10885_2023_10_20_7_0405
Dataset 05,2666,[-0.2   0.61],"[[-0.02  0.03]
 [-0.04  0.01]]",[0.76 0.32],"[[0.06 0.1 ]
 [0.06 0.09]]",[-0.95  0.86],[-0.49  0.53],[1. 1.],[0.35 0.59],[-0.93  0.08],"[[ 0.    0.23]
 [-0.13  0.18]]","[[-0.14 -0.08]
 [-0.1  -0.06]]","[[0.   0.  ]
 [0.01 0.01]]","[[ 0.04  0.01]
 [ 0.01 -0.06]]","[[ 0.   -0.  ]
 [ 0.01 -0.  ]]",[-0.05  0.05],[-1.    0.91],[-0.05 -0.05],[-0.54  0.49],[-0.05  0.01],[0.95 1.01],[0.03 0.05],[0.38 0.64],[ 0.02 -0.05],[-0.91  0.03],[-0.02  0.  ],[-0.22  0.62],[0.04 0.04],[0.76 0.35],0.688987,LPE10885_2023_10_20_7_0406
Dataset 05,2667,[-0.17  0.61],"[[ 0.03  0.04]
 [ 0.02 -0.04]]",[0.74 0.4 ],"[[0.1  0.08]
 [0.06 0.1 ]]",[-0.99  0.96],[-0.51  0.58],[1. 1.],[0.36 0.63],[-0.73 -0.11],"[[-0.08  0.03]
 [-0.02  0.03]]","[[ 0.22 -0.  ]
 [ 0.15  0.  ]]","[[-0.   -0.  ]
 [-0.02  0.02]]","[[-0.    0.2 ]
 [-0.01 -0.24]]","[[ 0.    0.  ]
 [ 0.01 -0.  ]]",[-0.05  0.05],[-1.04  1.02],[-0.05 -0.  ],[-0.56  0.58],[-0.04 -0.05],[0.96 0.95],[0.05 0.05],[0.42 0.69],[0.04 0.05],[-0.69 -0.06],[-0.01  0.02],[-0.18  0.63],[0.04 0.04],[0.75 0.38],0.4811661,LPE10885_2023_10_20_7_0407
Dataset 05,2668,[-0.16  0.58],"[[-0.01 -0.05]
 [-0.01  0.02]]",[0.72 0.33],"[[0.08 0.03]
 [0.04 0.04]]",[-0.92  0.82],[-0.48  0.52],[1. 1.],[0.35 0.56],[-0.74  0.02],"[[ 0.11 -0.07]
 [-0.09  0.07]]","[[-0.08 -0.08]
 [-0.02 -0.04]]","[[-0.01 -0.  ]
 [-0.01 -0.01]]","[[-0.09 -0.08]
 [ 0.04  0.05]]","[[ 0.01 -0.01]
 [ 0.01  0.01]]",[-0.04  0.05],[-0.96  0.87],[-0.03  0.04],[-0.51  0.56],[ 0.02 -0.03],[1.02 0.97],[0.04 0.05],[0.39 0.62],[0.04 0.03],[-0.69  0.04],[0.01 0.03],[-0.15  0.61],[0.03 0.03],[0.74 0.32],0.2082781,LPE10885_2023_10_20_7_0408
Dataset 05,2669,[-0.2   0.57],"[[ 0.01 -0.03]
 [ 0.02 -0.03]]",[0.76 0.34],"[[0.09 0.09]
 [0.05 0.1 ]]",[-0.85  0.75],[-0.49  0.55],[1. 1.],[0.35 0.57],[-0.99 -0.02],"[[-0.08 -0.13]
 [-0.06  0.15]]","[[ 0.18 -0.14]
 [ 0.05 -0.15]]","[[ 0.01 -0.01]
 [ 0.03 -0.03]]","[[-0.05  0.1 ]
 [ 0.08 -0.11]]","[[-0.    0.  ]
 [ 0.01 -0.  ]]",[-0.02  0.02],[-0.88  0.77],[-0.01  0.05],[-0.51  0.6 ],[-0.04 -0.05],[0.96 0.95],[0.05 0.04],[0.4  0.62],[-0.05 -0.05],[-1.04 -0.07],[-0.01  0.  ],[-0.21  0.57],[0.03 0.05],[0.77 0.34],0.35568008,LPE10885_2023_10_20_7_0410
Dataset 05,2670,[-0.2   0.59],"[[-0.02 -0.01]
 [-0.05  0.03]]",[0.76 0.37],"[[0.07 0.06]
 [0.05 0.08]]",[-0.95  0.87],[-0.5   0.55],[1. 1.],[0.36 0.6 ],[-0.89 -0.08],"[[ 0.02 -0.09]
 [-0.03  0.19]]","[[-0.14  0.08]
 [-0.09  0.  ]]","[[-0.    0.  ]
 [-0.02 -0.01]]","[[ 0.06 -0.03]
 [-0.12 -0.03]]","[[-0.01  0.  ]
 [ 0.01 -0.  ]]",[-0.05  0.01],[-0.99  0.87],[ 0.04 -0.05],[-0.46  0.51],[-0.03 -0.05],[0.97 0.95],[0.02 0.05],[0.38 0.65],[-0.01 -0.04],[-0.9  -0.12],[-0.   -0.02],[-0.2   0.57],[0.03 0.04],[0.76 0.38],0.6014517,LPE10885_2023_10_20_7_0411
Dataset 05,2671,[-0.1   0.66],"[[ 0.01 -0.02]
 [-0.03 -0.06]]",[0.69 0.28],"[[0.11 0.08]
 [0.07 0.07]]",[-0.99  0.95],[-0.48  0.52],[1. 1.],[0.34 0.56],[-0.37  0.26],"[[-0.16  0.06]
 [-0.08 -0.04]]","[[ 0.17 -0.17]
 [ 0.06 -0.19]]","[[-0.    0.  ]
 [-0.01  0.01]]","[[ 0.06  0.02]
 [-0.13 -0.09]]","[[-0.   -0.01]
 [ 0.    0.  ]]",[-0.02 -0.02],[-1.01  0.93],[-0.02 -0.03],[-0.5   0.49],[0.05 0.05],[1.05 1.05],[0.05 0.05],[0.39 0.61],[-0.05 -0.05],[-0.42  0.21],[0. 0.],[-0.1   0.66],[0.04 0.04],[0.73 0.3 ],0.26288706,LPE10885_2023_10_20_7_0412
Dataset 05,2672,[-0.16  0.59],"[[ 0.02 -0.  ]
 [ 0.03 -0.02]]",[0.72 0.34],"[[0.03 0.15]
 [0.1  0.11]]",[-0.94  0.85],[-0.48  0.52],[1. 1.],[0.35 0.57],[-0.71  0.01],"[[0.08 0.2 ]
 [0.22 0.17]]","[[-0.   -0.25]
 [ 0.01 -0.18]]","[[ 0.   -0.01]
 [-0.01 -0.01]]","[[ 0.06  0.06]
 [-0.07 -0.07]]","[[-0.01 -0.  ]
 [ 0.01 -0.  ]]",[-0.05  0.04],[-0.99  0.9 ],[0.04 0.03],[-0.44  0.55],[0.01 0.05],[1.01 1.05],[0.05 0.05],[0.4  0.62],[0.03 0.05],[-0.68  0.06],[0.02 0.04],[-0.14  0.63],[0.04 0.01],[0.74 0.34],0.41505903,LPE10885_2023_10_20_7_0413
Dataset 05,2673,[-0.17  0.67],"[[ 0.05  0.01]
 [ 0.04 -0.03]]",[0.74 0.28],"[[0.08 0.13]
 [0.11 0.1 ]]",[-0.99  0.96],[-0.49  0.54],[1. 1.],[0.35 0.6 ],[-0.72  0.23],"[[0.08 0.08]
 [0.24 0.11]]","[[ 0.2  -0.23]
 [ 0.06 -0.09]]","[[-0.    0.  ]
 [ 0.01 -0.  ]]","[[-0.02  0.18]
 [-0.12 -0.18]]","[[-0.    0.01]
 [ 0.   -0.  ]]",[-0.04  0.01],[-1.04  0.96],[-0.05  0.05],[-0.54  0.59],[0.05 0.05],[1.05 1.05],[0.05 0.05],[0.4  0.65],[ 0.05 -0.05],[-0.66  0.18],[0.01 0.02],[-0.16  0.69],[0.05 0.04],[0.77 0.31],0.13478152,LPE10885_2023_10_20_7_0414
Dataset 05,2674,[-0.17  0.7 ],"[[-0.03 -0.03]
 [ 0.02  0.06]]",[0.74 0.26],"[[0.1  0.09]
 [0.09 0.09]]",[-1.    0.98],[-0.5   0.57],[1. 1.],[0.36 0.63],[-0.71  0.32],"[[-0.19 -0.12]
 [-0.12 -0.04]]","[[0.1  0.12]
 [0.03 0.2 ]]","[[0.01 0.  ]
 [0.   0.01]]","[[-0.08 -0.12]
 [ 0.17  0.12]]","[[ 0.   -0.  ]
 [ 0.01  0.  ]]",[-0.05  0.05],[-1.05  1.03],[ 0.04 -0.03],[-0.47  0.54],[-0.05  0.04],[0.95 1.04],[0.05 0.05],[0.41 0.68],[-0.05  0.03],[-0.77  0.35],[-0.01  0.03],[-0.19  0.73],[0.05 0.03],[0.75 0.27],0.30351144,LPE10885_2023_10_20_7_0415
Dataset 05,2675,[-0.17  0.68],"[[ 0.03 -0.06]
 [ 0.08 -0.03]]",[0.74 0.27],"[[0.15 0.05]
 [0.09 0.03]]",[-1.    0.97],[-0.49  0.55],[1. 1.],[0.35 0.61],[-0.7   0.29],"[[-0.03 -0.13]
 [ 0.03 -0.06]]","[[ 0.31 -0.04]
 [ 0.14 -0.02]]","[[ 0.    0.  ]
 [-0.01  0.  ]]","[[-0.14 -0.11]
 [ 0.23 -0.07]]","[[-0.01 -0.01]
 [ 0.    0.01]]",[-0.03  0.05],[-1.02  1.02],[-0.05  0.05],[-0.55  0.6 ],[0.01 0.05],[1.01 1.05],[0.05 0.03],[0.4  0.64],[0.03 0.05],[-0.67  0.34],[0.   0.05],[-0.16  0.73],[0.04 0.01],[0.76 0.27],0.26710427,LPE10885_2023_10_20_7_0416
Dataset 05,2676,[-0.09  0.64],"[[ 0.    0.  ]
 [ 0.01 -0.06]]",[0.69 0.3 ],"[[0.08 0.08]
 [0.03 0.08]]",[-0.98  0.93],[-0.48  0.51],[1. 1.],[0.34 0.56],[-0.32  0.18],"[[ 0.12 -0.13]
 [ 0.   -0.1 ]]","[[-0.14  0.03]
 [ 0.06  0.03]]","[[ 0.01 -0.  ]
 [-0.   -0.02]]","[[ 0.03  0.1 ]
 [-0.01 -0.18]]","[[-0.    0.  ]
 [-0.01 -0.01]]",[-0.05  0.03],[-1.04  0.96],[ 0.05 -0.01],[-0.43  0.5 ],[ 0.05 -0.01],[1.05 0.99],[0.05 0.04],[0.39 0.6 ],[-0.01 -0.05],[-0.34  0.13],[0.02 0.  ],[-0.07  0.64],[0.04 0.03],[0.72 0.32],0.36894748,LPE10885_2023_10_20_7_0417
Dataset 05,2677,[-0.19  0.56],"[[ 0.02  0.01]
 [ 0.05 -0.01]]",[0.75 0.33],"[[0.1  0.09]
 [0.08 0.05]]",[-0.83  0.72],[-0.49  0.54],[1. 1.],[0.35 0.57],[-0.99 -0.01],"[[0.21 0.13]
 [0.01 0.07]]","[[-0.04 -0.13]
 [ 0.19 -0.05]]","[[ 0.    0.01]
 [-0.02 -0.  ]]","[[-0.08  0.07]
 [ 0.05 -0.08]]","[[-0. -0.]
 [ 0.  0.]]",[-0.05  0.05],[-0.88  0.77],[-0.04  0.03],[-0.53  0.57],[-0.03 -0.05],[0.97 0.95],[0.05 0.05],[0.4  0.62],[ 0.04 -0.01],[-0.96 -0.02],[-0.01  0.01],[-0.2   0.58],[0.04 0.04],[0.76 0.33],0.22502767,LPE10885_2023_10_20_7_0418
Dataset 05,2678,[-0.21  0.6 ],"[[-0.04  0.01]
 [ 0.01  0.03]]",[0.77 0.31],"[[0.05 0.1 ]
 [0.03 0.1 ]]",[-0.9  0.8],[-0.5   0.56],[1. 1.],[0.35 0.61],[-1.    0.06],"[[-0.04 -0.16]
 [-0.03 -0.01]]","[[-0.14  0.11]
 [ 0.06  0.23]]","[[-0.02  0.  ]
 [ 0.    0.01]]","[[-0.02  0.11]
 [ 0.02 -0.08]]","[[ 0.   -0.  ]
 [ 0.01 -0.01]]",[-0.05  0.  ],[-0.95  0.8 ],[-0.04  0.03],[-0.54  0.59],[-0.05 -0.01],[0.95 0.99],[ 0.02 -0.02],[0.37 0.58],[ 0.01 -0.01],[-0.99  0.05],[-0.02 -0.  ],[-0.23  0.6 ],[0.03 0.02],[0.77 0.32],0.31389043,LPE10885_2023_10_20_7_0419
Dataset 05,2679,[-0.12  0.64],"[[ 0.05 -0.01]
 [-0.06 -0.02]]",[0.7  0.29],"[[0.04 0.09]
 [0.08 0.03]]",[-0.98  0.92],[-0.47  0.5 ],[1. 1.],[0.34 0.57],[-0.49  0.21],"[[ 0.06  0.15]
 [ 0.01 -0.01]]","[[ 0.08 -0.15]
 [-0.15 -0.08]]","[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[ 0.11 -0.05]
 [-0.18  0.01]]","[[-0.  0.]
 [ 0. -0.]]",[-0.02  0.04],[-1.    0.96],[-0.02 -0.04],[-0.49  0.45],[ 0.   -0.04],[1.   0.96],[0.03 0.05],[0.38 0.62],[-0.   -0.05],[-0.49  0.16],[-0.   -0.01],[-0.12  0.63],[0.02 0.04],[0.72 0.31],0.5069288,LPE10885_2023_10_20_7_0420
Dataset 05,2680,[-0.16  0.71],"[[-0.01 -0.05]
 [ 0.03 -0.  ]]",[0.73 0.25],"[[0.1  0.19]
 [0.05 0.03]]",[-1.    0.99],[-0.5   0.57],[1. 1.],[0.36 0.63],[-0.66  0.35],"[[ 0.01  0.21]
 [-0.01 -0.04]]","[[ 0.13 -0.37]
 [ 0.09  0.05]]","[[ 0.01  0.01]
 [ 0.   -0.01]]","[[-0.19 -0.07]
 [ 0.08 -0.01]]","[[ 0.   -0.01]
 [-0.01  0.  ]]",[-0.05  0.05],[-1.05  1.04],[-0.05 -0.02],[-0.56  0.54],[-0.04  0.05],[0.96 1.05],[0.02 0.04],[0.38 0.67],[0.04 0.05],[-0.62  0.4 ],[-0.02  0.03],[-0.18  0.74],[0.04 0.03],[0.74 0.26],0.22558177,LPE10885_2023_10_20_7_0421
Dataset 05,2681,[-0.1   0.62],"[[-0.05 -0.03]
 [ 0.07  0.04]]",[0.69 0.3 ],"[[0.11 0.03]
 [0.09 0.08]]",[-0.97  0.89],[-0.47  0.49],[1. 1.],[0.34 0.56],[-0.4   0.17],"[[-0.01 -0.02]
 [ 0.11  0.09]]","[[ 0.01 -0.07]
 [ 0.02 -0.04]]","[[-0.   -0.  ]
 [-0.01  0.  ]]","[[-0.28 -0.07]
 [ 0.23  0.17]]","[[ 0.01  0.  ]
 [-0.   -0.  ]]",[-0.05  0.05],[-1.02  0.95],[-0.05 -0.01],[-0.52  0.49],[0.04 0.05],[1.04 1.05],[0.04 0.05],[0.38 0.61],[0.02 0.05],[-0.38  0.22],[-0.    0.04],[-0.1   0.66],[0.04 0.02],[0.72 0.3 ],0.48460507,LPE10885_2023_10_20_7_0422
Dataset 05,2682,[-0.18  0.56],"[[0.03 0.01]
 [0.05 0.06]]",[0.74 0.35],"[[0.1  0.12]
 [0.07 0.15]]",[-0.86  0.76],[-0.49  0.53],[1. 1.],[0.35 0.56],[-0.89 -0.06],"[[0.19 0.22]
 [0.17 0.31]]","[[-0.11 -0.17]
 [ 0.01 -0.14]]","[[0.01 0.01]
 [0.   0.  ]]","[[ 0.09 -0.03]
 [ 0.06  0.15]]","[[-0.    0.01]
 [-0.01  0.01]]",[-0.05  0.05],[-0.92  0.81],[-0.05  0.05],[-0.54  0.59],[-0.05 -0.04],[0.95 0.96],[0.02 0.01],[0.37 0.58],[ 0.05 -0.05],[-0.84 -0.11],[-0.02  0.01],[-0.2   0.57],[0.04 0.04],[0.73 0.37],0.5394134,LPE10885_2023_10_20_7_0423
Dataset 05,2683,[-0.16  0.61],"[[-0.01  0.  ]
 [ 0.03 -0.03]]",[0.73 0.38],"[[0.1  0.08]
 [0.09 0.08]]",[-0.99  0.95],[-0.5   0.56],[1. 1.],[0.36 0.62],[-0.66 -0.06],"[[-0.19  0.02]
 [-0.09 -0.16]]","[[ 0.12  0.13]
 [ 0.08 -0.08]]","[[ 0.   -0.01]
 [-0.02 -0.01]]","[[-0.01 -0.13]
 [ 0.16  0.08]]","[[-0. -0.]
 [-0. -0.]]",[-0.05  0.05],[-1.04  1.  ],[0.05 0.01],[-0.45  0.57],[ 0.02 -0.05],[1.02 0.95],[0.01 0.05],[0.37 0.67],[-0.05 -0.04],[-0.71 -0.1 ],[-0.  0.],[-0.16  0.62],[0.04 0.04],[0.75 0.4 ],0.24410173,LPE10885_2023_10_20_7_0424
Dataset 05,2684,[-0.12  0.7 ],"[[ 0.01 -0.03]
 [-0.02 -0.02]]",[0.71 0.25],"[[0.06 0.11]
 [0.08 0.04]]",[-1.    0.99],[-0.5   0.56],[1. 1.],[0.35 0.6 ],[-0.47  0.36],"[[ 0.07 -0.24]
 [ 0.11 -0.02]]","[[-0.09  0.03]
 [-0.12 -0.02]]","[[ 0.    0.  ]
 [-0.    0.01]]","[[ 0.08  0.06]
 [-0.07 -0.09]]","[[-0.   -0.  ]
 [-0.    0.01]]",[-0.02  0.04],[-1.02  1.03],[-0.05  0.02],[-0.55  0.57],[0.05 0.04],[1.05 1.04],[0.02 0.05],[0.37 0.65],[ 0.05 -0.05],[-0.42  0.31],[0.01 0.02],[-0.11  0.72],[0.04 0.04],[0.73 0.28],0.6081051,LPE10885_2023_10_20_7_0425
Dataset 05,2685,[-0.12  0.62],"[[-0.08  0.02]
 [-0.07  0.01]]",[0.7  0.34],"[[0.07 0.03]
 [0.08 0.08]]",[-0.98  0.93],[-0.49  0.54],[1. 1.],[0.34 0.58],[-0.44  0.04],"[[-0.19  0.06]
 [-0.21  0.14]]","[[-0.1   0.07]
 [-0.11  0.02]]","[[ 0.   -0.  ]
 [-0.02 -0.02]]","[[-0.11  0.  ]
 [-0.   -0.1 ]]","[[-0.01 -0.  ]
 [-0.   -0.01]]",[-0.    0.05],[-0.99  0.99],[ 0.02 -0.05],[-0.47  0.49],[ 0.05 -0.05],[1.05 0.95],[0.05 0.05],[0.39 0.62],[ 0.05 -0.05],[-0.39 -0.01],[ 0.03 -0.01],[-0.08  0.61],[0.02 0.05],[0.72 0.36],0.40864405,LPE10885_2023_10_20_7_0426
Dataset 05,2686,[-0.19  0.6 ],"[[ 0.04  0.05]
 [ 0.04 -0.02]]",[0.75 0.39],"[[0.13 0.04]
 [0.07 0.06]]",[-0.98  0.92],[-0.5   0.56],[1. 1.],[0.36 0.61],[-0.81 -0.11],"[[0.29 0.02]
 [0.1  0.06]]","[[ 0.02  0.04]
 [-0.05 -0.09]]","[[-0.01  0.03]
 [-0.    0.02]]","[[-0.08  0.13]
 [ 0.12 -0.1 ]]","[[ 0.    0.  ]
 [-0.    0.01]]",[-0.05  0.03],[-1.03  0.95],[-0.02  0.05],[-0.53  0.61],[-0.05 -0.05],[0.95 0.95],[0.05 0.05],[0.41 0.66],[-0.01 -0.05],[-0.82 -0.16],[-0.02  0.01],[-0.2  0.6],[0.04 0.05],[0.76 0.41],0.42013904,LPE10885_2023_10_20_7_0430
Dataset 05,2687,[-0.13  0.71],"[[-0.02  0.  ]
 [-0.03 -0.01]]",[0.71 0.24],"[[0.12 0.08]
 [0.04 0.08]]",[-1.    0.99],[-0.51  0.57],[1. 1.],[0.35 0.61],[-0.5   0.39],"[[ 0.08  0.04]
 [-0.    0.04]]","[[-0.25 -0.14]
 [-0.05  0.09]]","[[ 0. -0.]
 [-0. -0.]]","[[ 0.08  0.12]
 [-0.1  -0.15]]","[[ 0.  0.]
 [-0. -0.]]",[-0.05  0.  ],[-1.05  1.  ],[-0.05  0.04],[-0.55  0.61],[-0.02  0.05],[0.98 1.05],[0.05 0.05],[0.41 0.66],[-0.02  0.04],[-0.52  0.44],[-0.02  0.04],[-0.15  0.75],[0.04 0.02],[0.73 0.23],0.4273227,LPE10885_2023_10_20_7_0432
Dataset 05,2688,[-0.16  0.63],"[[0.11 0.01]
 [0.   0.01]]",[0.73 0.3 ],"[[0.12 0.07]
 [0.07 0.09]]",[-0.97  0.91],[-0.47  0.51],[1. 1.],[0.35 0.58],[-0.71  0.16],"[[0.1  0.1 ]
 [0.   0.19]]","[[ 0.31 -0.1 ]
 [ 0.13 -0.08]]","[[-0. -0.]
 [-0. -0.]]","[[ 0.17  0.06]
 [-0.09 -0.06]]","[[-0.   -0.  ]
 [-0.02  0.  ]]",[-0.05 -0.01],[-1.03  0.9 ],[-0.    0.05],[-0.47  0.55],[0.02 0.  ],[1.02 1.  ],[0.03 0.05],[0.38 0.63],[ 0.04 -0.05],[-0.67  0.11],[0.01 0.01],[-0.16  0.64],[0.03 0.04],[0.75 0.31],0.65576726,LPE10885_2023_10_20_7_0433
Dataset 05,2689,[-0.19  0.58],"[[ 0.03  0.09]
 [-0.03  0.03]]",[0.75 0.32],"[[0.05 0.08]
 [0.07 0.07]]",[-0.84  0.74],[-0.49  0.54],[1. 1.],[0.35 0.57],[-0.98  0.03],"[[-0.03  0.18]
 [-0.15  0.14]]","[[0.12 0.2 ]
 [0.06 0.07]]","[[ 0.    0.01]
 [-0.   -0.01]]","[[ 0.06  0.1 ]
 [-0.06 -0.05]]","[[-0.01 -0.01]
 [-0.01  0.  ]]",[-0.05  0.05],[-0.89  0.79],[-0.02  0.05],[-0.51  0.59],[-0.04 -0.05],[0.96 0.95],[0.05 0.05],[0.4  0.62],[ 0.05 -0.05],[-0.93 -0.02],[-0.    0.01],[-0.2   0.59],[0.04 0.05],[0.75 0.33],0.3588673,LPE10885_2023_10_20_7_0434
Dataset 05,2690,[-0.15  0.61],"[[-0.02 -0.04]
 [ 0.07 -0.06]]",[0.72 0.35],"[[0.1  0.06]
 [0.09 0.07]]",[-0.97  0.91],[-0.48  0.53],[1. 1.],[0.35 0.58],[-0.63  0.01],"[[-0.06 -0.17]
 [ 0.01 -0.19]]","[[ 0.14 -0.03]
 [ 0.07 -0.02]]","[[-0.    0.  ]
 [ 0.02 -0.  ]]","[[-0.18 -0.01]
 [ 0.25 -0.07]]","[[-0. -0.]
 [ 0. -0.]]",[-0.05  0.05],[-1.02  0.96],[-0.05  0.01],[-0.54  0.53],[ 0.02 -0.05],[1.02 0.95],[0.05 0.04],[0.4  0.62],[-0.05 -0.03],[-0.68 -0.02],[-0.02  0.  ],[-0.16  0.61],[0.04 0.04],[0.76 0.36],0.58731157,LPE10885_2023_10_20_7_0435
Dataset 05,2691,[-0.1   0.62],"[[ 0.03 -0.  ]
 [ 0.03 -0.01]]",[0.69 0.3 ],"[[0.08 0.01]
 [0.1  0.04]]",[-0.97  0.9 ],[-0.47  0.5 ],[1. 1.],[0.34 0.55],[-0.38  0.15],"[[ 0.14 -0.01]
 [-0.13 -0.08]]","[[0.09 0.01]
 [0.16 0.03]]","[[ 0.   -0.  ]
 [ 0.02 -0.02]]","[[-0.09 -0.02]
 [ 0.08  0.  ]]","[[ 0.    0.  ]
 [-0.01  0.01]]",[-0.05  0.05],[-1.02  0.95],[0.01 0.05],[-0.46  0.55],[ 0.04 -0.05],[1.04 0.95],[0.01 0.03],[0.35 0.59],[-0.02  0.04],[-0.4   0.19],[-0.    0.02],[-0.1   0.65],[0.03 0.04],[0.72 0.28],0.3463172,LPE10885_2023_10_20_7_0436
Dataset 05,2692,[-0.14  0.68],"[[-0.03 -0.01]
 [ 0.04 -0.04]]",[0.72 0.27],"[[0.05 0.02]
 [0.06 0.04]]",[-1.    0.97],[-0.49  0.53],[1. 1.],[0.35 0.59],[-0.56  0.3 ],"[[-0.04 -0.05]
 [ 0.01 -0.09]]","[[-0.01  0.01]
 [ 0.01 -0.07]]","[[ 0.01  0.  ]
 [ 0.01 -0.  ]]","[[-0.13 -0.02]
 [ 0.15 -0.02]]","[[ 0.    0.01]
 [-0.01 -0.01]]",[-0.05  0.05],[-1.05  1.02],[-0.03  0.05],[-0.52  0.58],[ 0.05 -0.02],[1.05 0.98],[0.04 0.05],[0.39 0.65],[ 0.04 -0.05],[-0.52  0.26],[0.01 0.02],[-0.13  0.7 ],[0.04 0.04],[0.75 0.28],0.63108796,LPE10885_2023_10_20_7_0441
Dataset 05,2693,[-0.1   0.62],"[[ 0.    0.04]
 [ 0.02 -0.03]]",[0.69 0.3 ],"[[0.02 0.03]
 [0.02 0.06]]",[-0.97  0.89],[-0.47  0.5 ],[1. 1.],[0.34 0.55],[-0.39  0.15],"[[ 0.02  0.03]
 [ 0.06 -0.16]]","[[ 0.01  0.07]
 [ 0.01 -0.01]]","[[-0.01  0.  ]
 [-0.01  0.  ]]","[[-0.02  0.08]
 [ 0.02  0.  ]]","[[0.   0.  ]
 [0.01 0.01]]",[-0.05  0.03],[-1.02  0.93],[ 0.05 -0.05],[-0.43  0.45],[ 0.04 -0.01],[1.04 0.99],[-0.01  0.02],[0.33 0.58],[-0.01  0.04],[-0.4   0.19],[0.   0.01],[-0.1   0.63],[0.04 0.03],[0.71 0.3 ],0.23735633,LPE10885_2023_10_20_7_0444
Dataset 05,2694,[-0.18  0.6 ],"[[-0.01 -0.05]
 [ 0.01 -0.  ]]",[0.74 0.32],"[[0.05 0.06]
 [0.04 0.11]]",[-0.92  0.83],[-0.48  0.53],[1. 1.],[0.35 0.58],[-0.85  0.05],"[[ 0.06 -0.05]
 [ 0.01 -0.11]]","[[-0.08 -0.07]
 [ 0.08 -0.1 ]]","[[-0.02  0.04]
 [-0.01  0.01]]","[[-0.05 -0.15]
 [-0.04  0.18]]","[[ 0.01  0.  ]
 [-0.    0.01]]",[-0.03  0.05],[-0.95  0.88],[-0.05  0.04],[-0.53  0.57],[-0.05 -0.03],[0.95 0.97],[0.05 0.05],[0.4  0.63],[ 0.02 -0.01],[-0.84  0.05],[-0.01  0.02],[-0.19  0.62],[0.04 0.03],[0.74 0.32],0.26299948,LPE10885_2023_10_20_7_0445
Dataset 05,2695,[-0.17  0.59],"[[ 0.04 -0.04]
 [ 0.04 -0.02]]",[0.74 0.37],"[[0.06 0.14]
 [0.05 0.08]]",[-0.96  0.89],[-0.49  0.54],[1. 1.],[0.35 0.59],[-0.76 -0.05],"[[-0.05  0.12]
 [ 0.12 -0.  ]]","[[ 0.13 -0.31]
 [ 0.07 -0.17]]","[[-0.    0.  ]
 [-0.   -0.02]]","[[ 0.09 -0.03]
 [ 0.04  0.08]]","[[ 0.  0.]
 [-0. -0.]]",[-0.05  0.05],[-1.01  0.94],[-0.03 -0.04],[-0.52  0.5 ],[ 0.01 -0.05],[1.01 0.95],[-0.01  0.04],[0.34 0.64],[ 0.02 -0.05],[-0.74 -0.1 ],[-0.01 -0.01],[-0.19  0.58],[0.03 0.05],[0.75 0.38],0.414172,LPE10885_2023_10_20_7_0448
Dataset 05,2696,[-0.1   0.66],"[[-0.06 -0.01]
 [ 0.03 -0.03]]",[0.69 0.28],"[[0.08 0.01]
 [0.09 0.03]]",[-0.99  0.96],[-0.48  0.53],[1. 1.],[0.34 0.56],[-0.35  0.25],"[[-0.11 -0.  ]
 [-0.05 -0.04]]","[[ 0.02 -0.01]
 [-0.    0.  ]]","[[ 0.   -0.  ]
 [ 0.   -0.01]]","[[-0.2  -0.02]
 [ 0.2  -0.09]]","[[ 0.   -0.  ]
 [-0.02  0.  ]]",[-0.05  0.05],[-1.04  1.01],[ 0.01 -0.05],[-0.47  0.47],[ 0.05 -0.05],[1.05 0.95],[0.05 0.05],[0.39 0.61],[ 0.03 -0.05],[-0.32  0.2 ],[ 0.02 -0.01],[-0.08  0.65],[0.04 0.05],[0.73 0.3 ],0.17299958,LPE10885_2023_10_20_7_0449
